MMS Id,Normalized Call Number,Library Name,Location Name,Permanent Call Number,Title,Description,Base Status,Barcode,Scanned Barcode,Notes/Comments,Retention Commitment
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.38(1988),Item in place,0123500553227,39097014540497,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.39(1989),Item in place,0123500553235,39097014540505,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.40(1990),Item in place,0123500553243,39097014540513,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.67:no.2(2017:Aug. ),Item in place,B2069911,39097014540521,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.67:no.3(2017:Nov. ),Item in place,B2175162,39097014540539,,
993722350101921,0pf#3003 w5,Main Library,Stacks,PF3003 .W5,Wirkendes Wort.,v.67:no.1(2017:Apr. ),Item in place,B2065126,39097014540778,,
993632870101921,0pn 2 g6,Main Library,Stacks,PN2 .G6,Granta.,no.131(2015:Spr.),Item in place,B2040948,39097014540547,,
993632870101921,0pn 2 g6,Main Library,Stacks,PN2 .G6,Granta.,no.23-26(1988),Item in place,0123500332416,39097014540554,,
993632870101921,0pn 2 g6,Main Library,Stacks,PN2 .G6,Granta.,no.27-29(1989),Item in place,0123500332424,39097014540562,,
993632870101921,0pn 2 g6,Main Library,Stacks,PN2 .G6,Granta.,no.30-32(1990),Item in place,0123500332432,39097014540570,,
993632870101921,0pn 2 g6,Main Library,Stacks,PN2 .G6,Granta.,no.33-34(1990),Item in place,0123500332440,39097014540588,,
993632870101921,0pn 2 g6,Main Library,Stacks,PN2 .G6,Granta.,no.35-38(1991),Item in place,0123500332457,39097014540596,,
993632870101921,0pn 2 g6,Main Library,Stacks,PN2 .G6,Granta.,no.39-42(1992),Item in place,0123500332465,39097014540604,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.386(2016:Jan.),Item in place,B2053335,39097014540760,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.387(2016:Feb.),Item in place,B2053386,39097014540752,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.388(2016:Mar.),Item in place,B2053384,39097014540745,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.389(2016:Apr.),Item in place,B2053382,39097014540737,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.390(2016:May),Item in place,B2053380,39097014540851,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.391(2016:Jun.),Item in place,B2053770,39097014540869,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.392-393 (2016:Jul.-Aug. ),Item in place,B2054284,39097014540877,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.394(2016:Sept.),Item in place,B2056750,39097014540885,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.395(2016:Oct. ),Item in place,B2057649,39097014540893,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.396(2016:Nov.),Item in place,B2059294,39097014540901,,
998662320101921,"0pn""778 q55 + 0",Main Library,Stacks,+ PN778 .Q55,Quimera.,no.397(2016:Dec.),Item in place,B2060336,39097014540919,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.1(1952),Item in place,0123500526652,39097014540968,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.10(1961),Item in place,0123500526744,39097014540950,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.11(1962),Item in place,0123500526751,39097014540943,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.12(1963),Item in place,0123500526769,39097014540935,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.13(1964),Item in place,0123500526777,39097014540927,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.14(1965),Item in place,0123500526785,39097014541081,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.15(1966),Item in place,0123500526793,39097014541073,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.16(1967),Item in place,0123500526801,39097014541065,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.17(1968),Item in place,0123500526819,39097014541057,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.18(1969),Item in place,0123500526827,39097014541040,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.19(1970),Item in place,0123500526835,39097014541032,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.20(1971),Item in place,0123500526843,39097014541024,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.21(1972),Item in place,0123500526850,39097014541016,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.22(1973),Item in place,0123500526868,39097014541008,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.23(1974),Item in place,0123500526876,39097014540992,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.24(1975),Item in place,0123500526884,39097014540984,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.25(1976),Item in place,0123500526892,39097014540976,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.26(1977),Item in place,0123500526900,39097014541206,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.27(1978),Item in place,0123500526918,39097014541198,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.28(1979),Item in place,0123500526926,39097014541180,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.29(1980),Item in place,0123500526934,39097014541172,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.30(1981),Item in place,0123500526942,39097014541164,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.31(1982),Item in place,0123500526959,39097014541156,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.32(1983),Item in place,0123500526967,39097014541149,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.33(1984),Item in place,0123500526975,39097014541131,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.34(1985),Item in place,0123500526983,39097014541123,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.35(1986),Item in place,0123500526991,39097014541115,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.36(1987),Item in place,0123500527007,39097014541107,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.37(1988),Item in place,0123500527015,39097014541099,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.38(1989),Item in place,0123500527023,39097014541321,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.4(1955),Item in place,0123500526686,39097014541446,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.5(1956),Item in place,0123500526694,39097014541560,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.6(1957),Item in place,0123500526702,39097014541313,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.7(1958),Item in place,0123500526710,39097014541305,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.8(1959),Item in place,0123500526728,39097014541297,,
993712500101921,"0pn""851 y4",Main Library,Stacks,PN851 .Y4,Yearbook of comparative and general literature.,v.9(1960),Item in place,0123500526736,39097014541289,,
993680190101921,0pq 5 f7,Main Library,Stacks,PQ5 .F7,Studi francesi,v.60:no.178(2016),Item in place,B2054508,39097014541263,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.19(2001),Item in place,423355-190,39097011046779,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.20(2002),Item in place,423355-200,39097011083327,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.21(2003),Item in place,423355-210,39097011844728,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.22(2004),Item in place,423355-220,39097011863918,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.23(2005),Item in place,B134302,39097012041415,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.24(2006),Item in place,B174071,39097012126497,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.25(2007),Item in place,B209829,39097012649472,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.26(2008),Item in place,B531264,39097013386389,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.27(2009),Item in place,B989330,39097013418901,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.28(2010),Item in place,B1128641,39097012944170,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.29(2011),Item in place,B1312440,39097013151403,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.30(2012),Item in place,B1450774,39097013301271,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.31(2013),Item in place,B2036961,39097013792248,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.32(2014),Item in place,B2036963,39097013534327,,
994233550101921,0pq#4001 a6,Main Library,Stacks,PQ4001 .A6,Annali d'italianistica.,v.36(2018),Item in place,B2184440,39097014446182,,
99305850101921,0pq#4001 c75,Main Library,Stacks,PQ4001 .C75,Critica letteraria.,Index: 1973-1982,Item in place,0123500014980,39097014541685,,
99305850101921,0pq#4001 c75,Main Library,Stacks,PQ4001 .C75,Critica letteraria.,v.10(1982),Item in place,0123500014972,39097014541800,,
99305850101921,0pq#4001 c75,Main Library,Stacks,PQ4001 .C75,Critica letteraria.,v.11(1983),Item in place,0123500014998,39097014541438,,
99305850101921,0pq#4001 c75,Main Library,Stacks,PQ4001 .C75,Critica letteraria.,v.12(1984),Item in place,0123500015003,39097014541420,,
99305850101921,0pq#4001 c75,Main Library,Stacks,PQ4001 .C75,Critica letteraria.,v.13(1985),Item in place,0123500015011,39097014541412,,
99305850101921,0pq#4001 c75,Main Library,Stacks,PQ4001 .C75,Critica letteraria.,v.14(1986),Item in place,0123500015029,39097014541404,,
99305850101921,0pq#4001 c75,Main Library,Stacks,PQ4001 .C75,Critica letteraria.,v.15(1987),Item in place,0123500015037,39097014541396,,
99305850101921,0pq#4001 c75,Main Library,Stacks,PQ4001 .C75,Critica letteraria.,v.16(1988),Item in place,0123500015045,39097014541388,,
99305850101921,0pq#4001 c75,Main Library,Stacks,PQ4001 .C75,Critica letteraria.,v.17(1989),Item in place,0123500015052,39097014541370,,
99305850101921,0pq#4001 c75,Main Library,Stacks,PQ4001 .C75,Critica letteraria.,v.19(1991),Item in place,0123500015060,39097014541255,,
998651420101921,0pq#4001 r3,Main Library,Stacks,PQ4001 .R3,La Rassegna della letteratura italiana.,v.116:no.1(2012:Jan.-June),Item in place,B1415551,39097014541347,,
998651420101921,0pq#4001 r3,Main Library,Stacks,PQ4001 .R3,La Rassegna della letteratura italiana.,v.119:no.1(2015:Jan.-June),Item in place,B2045443,39097014541222,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.120:no.1(2018:June),Item in place,B2179900,39097014541552,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.120:no.2(2018:Dec.),Item in place,B2184259,39097014541578,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.81(1979),Item in place,0123500061759,39097000934282,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.82(1980),Item in place,0123500061767,39097014541339,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.83(1981),Item in place,0123500061775,39097014541453,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.84(1982),Item in place,0123500061783,39097014541461,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.85(1983),Item in place,0123500061791,39097014541479,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.86(1984),Item in place,0123500061809,39097014541487,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.87(1985),Item in place,0123500061817,39097014541495,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.88(1986),Item in place,0123500061825,39097014541503,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.89(1987),Item in place,0123500061833,39097014541511,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.90(1988),Item in place,0123500061841,39097014541529,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.91(1989),Item in place,0123500061858,39097014541537,,
99899560101921,0pq#6001 b8,Main Library,Stacks,PQ6001 .B8,Bulletin hispanique.,v.92-93:no.2(1990-1991:July-Dec.),Item in place,0123500061866,39097014541545,,
995812900101921,0pq#6055 l48,Main Library,Stacks,PQ6055 .L48,Letras femeninas.,v.32:no.2(2006:Win.),Item in place,B236586,39097014541594,,
9923428494101920,"0ps""508 h65 p55",Main Library,Stacks,PS508.H65 P55,The pilgrim.,no.40(2016:Aug.),Item in place,B2056612,39097014541610,,
9923428494101920,"0ps""508 h65 p55",Main Library,Stacks,PS508.H65 P55,The pilgrim.,v.4:no.8(2015:Dec.),Item in place,B20160210,39097014541644,,
9923428494101920,"0ps""508 h65 p55",Main Library,Stacks,PS508.H65 P55,The pilgrim.,v.5:no.1(2016:Feb.),Item in place,B2049788,39097014541636,,
9923428494101920,"0ps""508 h65 p55",Main Library,Stacks,PS508.H65 P55,The pilgrim.,v.5:no.2(2016:Apr.),Item in place,B2052642,39097014541628,,
993461890101921,"0pt""401 e94",Main Library,Stacks,PT401 .E94,"Exil : Forschung, Erkenntnisse, Ergebnisse.",(1984),Item in place,0123500173745,39097014541677,,
993461890101921,"0pt""401 e94",Main Library,Stacks,PT401 .E94,z,v.11:no.1(1991),Item in place,B2019012,39097014541792,,
993461890101921,"0pt""401 e94",Main Library,Stacks,PT401 .E94,"Exil : Forschung, Erkenntnisse, Ergebnisse.",v.33:no.1(2013),Item in place,B2036303,39097014541669,,
993461890101921,"0pt""401 e94",Main Library,Stacks,PT401 .E94,"Exil : Forschung, Erkenntnisse, Ergebnisse.",v.5(1985),Item in place,0123500173752,39097014541784,,
993461890101921,"0pt""401 e94",Main Library,Stacks,PT401 .E94,"Exil : Forschung, Erkenntnisse, Ergebnisse.",v.6(1986),Item in place,0123500173760,39097014541651,,
993461890101921,"0pt""401 e94",Main Library,Stacks,PT401 .E94,"Exil : Forschung, Erkenntnisse, Ergebnisse.",v.7(1987),Item in place,0123500173778,39097014541776,,
993461890101921,"0pt""401 e94",Main Library,Stacks,PT401 .E94,"Exil : Forschung, Erkenntnisse, Ergebnisse.",v.8-9(1988-1989),Item in place,0123500173786,39097014541768,,
993757290101921,0qa 3 s93,Main Library,Stacks,QA3 .S93,Proceedings of symposia in pure mathematics.,v.66:pt.1,Item in place,0123500528245,39097010208727,,
993757290101921,0qa 3 s93,Main Library,Stacks,QA3 .S93,Proceedings of symposia in pure mathematics.,v.71,Item in place,375729-990,39097011194108,,
993757290101921,0qa 3 s93,Main Library,Stacks,QA3 .S93,Proceedings of symposia in pure mathematics.,v.75,Item in place,B2031606,39097012130507,,
993757290101921,0qa 3 s93,Main Library,Stacks,QA3 .S93,Proceedings of symposia in pure mathematics.,v.76:pt.1,Item in place,B207078,39097012129293,,
993757290101921,0qa 3 s93,Main Library,Stacks,QA3 .S93,Proceedings of symposia in pure mathematics.,v.76:pt.2,Item in place,B228455,39097012129343,,
